ID	FormulaID	FormulaName	SyndromeID	SyndromeName	Label
138	742	二至丸	1716	瘀血阻络证	?
139	742	二至丸	1726	血热证	?
140	742	二至丸	1775	阴阳两虚证	?
141	742	二至丸	1800	阴虚内热证	?
142	742	二至丸	1810	阴虚火旺证	?
143	742	二至丸	1944	肝郁脾虚证	?
144	742	二至丸	1953	肝肾不足证	?
145	742	二至丸	1961	肝肾阴虚证	?
146	742	二至丸	1993	肝郁气滞证	?
147	742	二至丸	2019	脾虚证	?
148	742	二至丸	2052	中焦虚寒证	?
149	742	二至丸	2068	脾胃湿热证	?
150	742	二至丸	2089	脾肾气虚证	?
151	742	二至丸	2093	脾肾阳虚证	?
152	742	二至丸	2112	脾胃气虚证	0
153	742	二至丸	2185	肾阴虚损证	?
154	742	二至丸	2226	心肾不交证	?
155	749	二阴煎	1810	阴虚火旺证	?
156	749	二阴煎	1900	肝郁证	0
157	750	二妙丸	274	肥胖证	?
158	750	二妙丸	870	湿热证	1
159	750	二妙丸	1784	阴虚阳亢证	?
160	750	二妙丸	2019	脾虚证	?
161	750	二妙丸	2129	肾虚证	?
162	753	二妙汤	888	湿热下注证	?
163	757	二妙散	725	风湿证	?
164	757	二妙散	870	湿热证	1
165	757	二妙散	888	湿热下注证	?
166	757	二妙散	896	湿热蕴毒证	?
167	757	二妙散	1604	气血亏虚证	?
168	757	二妙散	1629	气滞血瘀证	?
169	757	二妙散	1953	肝肾不足证	1
170	757	二妙散	2090	脾肾虚衰证	?
171	791	二陈平胃散	1456	痰湿证	?
172	794	二陈汤	82	妊娠恶阻病	1
173	794	二陈汤	160	内伤咳嗽病	?
174	794	二陈汤	164	喘病	?
175	794	二陈汤	207	胃脘痛病	?
176	794	二陈汤	225	痰饮病	?
177	794	二陈汤	274	肥胖证	?
178	794	二陈汤	384	梅核气病	?
179	794	二陈汤	469	淋证	?
180	794	二陈汤	710	风寒证	?
181	794	二陈汤	739	风热证	?
182	794	二陈汤	802	风燥证	?
183	794	二陈汤	825	寒湿证	?
184	794	二陈汤	837	寒热错杂证	0
185	794	二陈汤	870	湿热证	0
186	794	二陈汤	875	湿热内蕴证	?
187	794	二陈汤	906	湿热中阻证	?
188	794	二陈汤	1126	情志失调证	?
189	794	二陈汤	1187	邪郁少阳证	?
190	794	二陈汤	1254	少阳证	?
191	794	二陈汤	1328	禀赋不足证	?
192	794	二陈汤	1337	筋脉失养证	?
193	794	二陈汤	1366	气分证	?
194	794	二陈汤	1432	痰浊证	?
195	794	二陈汤	1440	痰浊内阻证	?
196	794	二陈汤	1456	痰湿证	?
197	794	二陈汤	1462	痰湿内阻证	?
198	794	二陈汤	1464	痰湿中阻证	?
199	794	二陈汤	1465	痰湿阻滞证	?
200	794	二陈汤	1471	痰湿蕴肺证	?
201	794	二陈汤	1484	痰热证	?
202	794	二陈汤	1486	痰热腑实证	?
203	794	二陈汤	1535	痰瘀互结证	?
204	794	二陈汤	1537	痰瘀痹阻证	?
205	794	二陈汤	1540	痰结血瘀证	?
206	794	二陈汤	1541	痰浊瘀阻证	?
207	794	二陈汤	1556	气虚证	1
208	794	二陈汤	1563	气滞证	1
209	794	二陈汤	1618	气血瘀阻证	0
210	794	二陈汤	1629	气滞血瘀证	?
211	794	二陈汤	1634	气虚血瘀证	?
212	794	二陈汤	1639	气阴两虚证	?
213	794	二陈汤	1640	气阴两伤证	0
214	794	二陈汤	1659	血瘀证	?
215	794	二陈汤	1665	瘀血证	?
216	794	二陈汤	1716	瘀血阻络证	?
217	794	二陈汤	1775	阴阳两虚证	?
218	794	二陈汤	1776	阴阳失调证	?
219	794	二陈汤	1784	阴虚阳亢证	?
220	794	二陈汤	1810	阴虚火旺证	0
221	794	二陈汤	1812	虚火上炎证	?
222	794	二陈汤	1849	肺脾两虚证	?
223	794	二陈汤	1877	肺肾两虚证	?
224	794	二陈汤	1887	肺阴亏虚证	?
225	794	二陈汤	1900	肝郁证	?
226	794	二陈汤	1944	肝郁脾虚证	?
227	794	二陈汤	1953	肝肾不足证	?
228	794	二陈汤	1955	肝肾亏虚证	?
229	794	二陈汤	1961	肝肾阴虚证	?
230	794	二陈汤	1988	肝气郁结证	?
231	794	二陈汤	1993	肝郁气滞证	?
232	794	二陈汤	2019	脾虚证	?
233	794	二陈汤	2032	脾胃虚弱证	?
234	794	二陈汤	2035	脾胃不和证	1
235	794	二陈汤	2048	脾虚肝旺证	?
236	794	二陈汤	2051	脾胃虚寒证	?
237	794	二陈汤	2093	脾肾阳虚证	0
238	794	二陈汤	2095	脾虚痰湿证	?
239	794	二陈汤	2098	脾虚痰阻证	?
240	794	二陈汤	2129	肾虚证	?
241	794	二陈汤	2203	心肝阴虚证	?
242	851	二金汤	903	湿热瘀滞证	?
243	865	二神丸	2153	命门火衰证	?
244	867	二神散	1659	血瘀证	?
245	914	二黄汤	1604	气血亏虚证	?
246	945	人丹	1665	瘀血证	?
247	976	人参五味子汤	1851	肺脾气虚证	?
248	1001	人参半夏汤	82	妊娠恶阻病	?
249	1020	人参白术汤	870	湿热证	?
250	1047	人参汤	307	胸痹心痛病	?
251	1047	人参汤	1545	气结证	1
252	1047	人参汤	2051	脾胃虚寒证	?
253	1047	人参汤	2052	中焦虚寒证	1
254	1053	人参芍药汤	1639	气阴两虚证	?
255	1097	人参麦冬散	1810	阴虚火旺证	?
256	1107	人参建中汤	164	喘病	?
257	1107	人参建中汤	2129	肾虚证	?
258	1117	人参败毒散	159	外感咳嗽病	?
259	1117	人参败毒散	1454	痰浊蕴肺证	?
260	1117	人参败毒散	1556	气虚证	?
261	1117	人参败毒散	1573	中气不足证	?
262	1127	人参养荣汤	802	风燥证	?
263	1127	人参养荣汤	1576	中气下陷证	?
264	1127	人参养荣汤	1602	气血不足证	1
265	1127	人参养荣汤	1604	气血亏虚证	?
266	1127	人参养荣汤	1607	气血两虚证	?
267	1127	人参养荣汤	1629	气滞血瘀证	?
268	1127	人参养荣汤	1647	血虚证	?
269	1127	人参养荣汤	1659	血瘀证	?
270	1127	人参养荣汤	1716	瘀血阻络证	?
271	1127	人参养荣汤	1726	血热证	?
272	1127	人参养荣汤	1900	肝郁证	?
273	1127	人参养荣汤	1953	肝肾不足证	?
274	1127	人参养荣汤	1955	肝肾亏虚证	0
275	1127	人参养荣汤	1993	肝郁气滞证	?
276	1181	人参酒	725	风湿证	?
277	1181	人参酒	1556	气虚证	?
278	1181	人参酒	1961	肝肾阴虚证	?
279	1192	人参理中汤	2051	脾胃虚寒证	?
280	1192	人参理中汤	2052	中焦虚寒证	?
281	1225	人参煎	2019	脾虚证	?
282	1306	八正散	469	淋证	?
283	1306	八正散	870	湿热证	1
284	1306	八正散	888	湿热下注证	?
285	1306	八正散	892	湿热蕴结证	?
286	1306	八正散	912	下焦湿热证	?
287	1306	八正散	1248	厥阴证	?
288	1306	八正散	1254	少阳证	?
289	1306	八正散	1354	虚实夹杂证	?
290	1306	八正散	1374	血分证	?
291	1306	八正散	1556	气虚证	?
292	1306	八正散	1629	气滞血瘀证	?
293	1306	八正散	1758	血瘀气滞证	?
294	1306	八正散	1810	阴虚火旺证	?
295	1306	八正散	1900	肝郁证	?
296	1306	八正散	1925	肝经湿热证	?
297	1306	八正散	1949	肝胆郁热证	?
298	1306	八正散	1967	肝火炽盛证	?
299	1306	八正散	1993	肝郁气滞证	?
300	1306	八正散	2088	脾肾两虚证	?
301	1306	八正散	2129	肾虚证	?
302	1306	八正散	2146	肾阳不足证	?
303	1306	八正散	2150	肾阳虚衰证	?
304	1306	八正散	2161	肾虚湿热证	?
305	1306	八正散	2162	膀胱湿热证	?
306	1306	八正散	2181	肾阴不足证	?
307	1306	八正散	2183	肾阴亏虚证	?
308	1323	八味丸	725	风湿证	?
309	1323	八味丸	1810	阴虚火旺证	?
310	1323	八味丸	2129	肾虚证	?
311	1323	八味丸	2181	肾阴不足证	1
312	1431	八珍汤	105	月经后期病	?
313	1431	八珍汤	108	月经过少病	?
314	1431	八珍汤	114	经行头痛病	?
315	1431	八珍汤	160	内伤咳嗽病	?
316	1431	八珍汤	500	瘾疹病	1
317	1431	八珍汤	698	风邪外袭证	?
318	1431	八珍汤	810	寒凝证	?
319	1431	八珍汤	875	湿热内蕴证	?
320	1431	八珍汤	892	湿热蕴结证	1
321	1431	八珍汤	896	湿热蕴毒证	?
322	1431	八珍汤	984	热毒内蕴证	1
323	1431	八珍汤	1354	虚实夹杂证	?
324	1431	八珍汤	1390	阳虚寒凝证	1
325	1431	八珍汤	1456	痰湿证	?
326	1431	八珍汤	1563	气滞证	?
327	1431	八珍汤	1573	中气不足证	0
328	1431	八珍汤	1575	中气亏虚证	?
329	1431	八珍汤	1576	中气下陷证	0
330	1431	八珍汤	1602	气血不足证	?
331	1431	八珍汤	1604	气血亏虚证	1
332	1431	八珍汤	1607	气血两虚证	1
333	1431	八珍汤	1613	气血失调证	?
334	1431	八珍汤	1629	气滞血瘀证	?
335	1431	八珍汤	1634	气虚血瘀证	?
336	1431	八珍汤	1639	气阴两虚证	?
337	1431	八珍汤	1647	血虚证	?
338	1431	八珍汤	1659	血瘀证	?
339	1431	八珍汤	1704	血虚生风证	?
340	1431	八珍汤	1716	瘀血阻络证	?
341	1431	八珍汤	1800	阴虚内热证	?
342	1431	八珍汤	1818	阴虚血瘀证	?
343	1431	八珍汤	1900	肝郁证	?
344	1431	八珍汤	1955	肝肾亏虚证	0
345	1431	八珍汤	1988	肝气郁结证	?
346	1431	八珍汤	1993	肝郁气滞证	?
347	1431	八珍汤	2019	脾虚证	?
348	1431	八珍汤	2026	脾失健运证	?
349	1431	八珍汤	2028	脾胃亏虚证	?
350	1431	八珍汤	2064	脾虚湿阻证	?
351	1431	八珍汤	2090	脾肾虚衰证	?
352	1431	八珍汤	2093	脾肾阳虚证	?
353	1431	八珍汤	2129	肾虚证	?
354	1442	八珍糕	2032	脾胃虚弱证	1
355	1442	八珍糕	2042	脾肺气虚证	?
356	1489	十大功	870	湿热证	?
357	1489	十大功	1673	瘀结证	?
358	1523	十全大补汤	71	产后身痛病	?
359	1523	十全大补汤	160	内伤咳嗽病	?
360	1523	十全大补汤	449	肛痈病	?
361	1523	十全大补汤	1089	火毒证	?
362	1523	十全大补汤	1471	痰湿蕴肺证	?
363	1523	十全大补汤	1576	中气下陷证	0
364	1523	十全大补汤	1607	气血两虚证	1
365	1523	十全大补汤	1634	气虚血瘀证	?
366	1523	十全大补汤	1636	气阴不足证	?
367	1523	十全大补汤	1647	血虚证	1
368	1523	十全大补汤	1659	血瘀证	?
369	1523	十全大补汤	1863	肺热证	?
370	1523	十全大补汤	1900	肝郁证	?
371	1523	十全大补汤	1953	肝肾不足证	?
372	1523	十全大补汤	2085	脾肾不足证	?
373	1523	十全大补汤	2088	脾肾两虚证	?
374	1523	十全大补汤	2112	脾胃气虚证	?
375	1523	十全大补汤	2127	肾精亏损证	?
376	1537	十全育真汤	1634	气虚血瘀证	?
377	1547	十灰散	870	湿热证	?
378	1547	十灰散	1604	气血亏虚证	?
379	1549	十补丸	2088	脾肾两虚证	?
380	1588	十味温胆汤	307	胸痹心痛病	?
381	1588	十味温胆汤	1495	痰热内扰证	?
382	1588	十味温胆汤	2204	心胆气虚证	?
383	1600	十枣汤	153	囊虫病	?
384	1600	十枣汤	623	虫积证	0
385	1600	十枣汤	1039	热与血结证	?
386	1600	十枣汤	1238	太阴证	?
387	1600	十枣汤	1255	太阳证	1
388	1600	十枣汤	1281	阳明证	?
389	1600	十枣汤	1665	瘀血证	?
390	1600	十枣汤	2019	脾虚证	?
391	1774	三七汤	1556	气虚证	?
392	1782	三子养亲汤	31	肺炎喘嗽病	?
393	1782	三子养亲汤	802	风燥证	?
394	1782	三子养亲汤	1374	血分证	?
395	1782	三子养亲汤	1456	痰湿证	?
396	1782	三子养亲汤	1465	痰湿阻滞证	?
397	1782	三子养亲汤	1471	痰湿蕴肺证	?
398	1782	三子养亲汤	1484	痰热证	?
399	1782	三子养亲汤	1491	痰热闭肺证	?
400	1782	三子养亲汤	1639	气阴两虚证	?
401	1782	三子养亲汤	1665	瘀血证	?
402	1782	三子养亲汤	1775	阴阳两虚证	?
403	1782	三子养亲汤	1810	阴虚火旺证	?
404	1782	三子养亲汤	1849	肺脾两虚证	0
405	1782	三子养亲汤	1877	肺肾两虚证	?
406	1782	三子养亲汤	1887	肺阴亏虚证	?
407	1794	三才封髓丹	246	遗精病	?
408	1794	三才封髓丹	1810	阴虚火旺证	?
409	1794	三才封髓丹	1813	虚火上浮证	?
410	1794	三才封髓丹	2060	脾虚湿困证	?
411	1794	三才封髓丹	2085	脾肾不足证	?
412	1794	三才封髓丹	2129	肾虚证	?
413	1794	三才封髓丹	2233	心火上炎证	?
414	1800	三乌丸	725	风湿证	?
415	1805	三仁汤	163	哮病	?
416	1805	三仁汤	274	肥胖证	?
417	1805	三仁汤	289	湿温病	?
418	1805	三仁汤	298	太阳病	?
419	1805	三仁汤	299	少阳病	?
420	1805	三仁汤	592	视瞻昏渺病	?
421	1805	三仁汤	710	风寒证	?
422	1805	三仁汤	725	风湿证	?
423	1805	三仁汤	851	湿证	?
424	1805	三仁汤	870	湿热证	1
425	1805	三仁汤	872	湿重于热证	1
426	1805	三仁汤	873	热重于湿证	?
427	1805	三仁汤	875	湿热内蕴证	?
428	1805	三仁汤	906	湿热中阻证	?
429	1805	三仁汤	907	湿热阻络证	?
430	1805	三仁汤	911	中焦湿热证	?
431	1805	三仁汤	929	湿浊中阻证	?
432	1805	三仁汤	935	热证	0
433	1805	三仁汤	1059	暑湿证	1
434	1805	三仁汤	1138	外伤证	?
435	1805	三仁汤	1196	邪在气分证	?
436	1805	三仁汤	1198	邪在卫气证	?
437	1805	三仁汤	1254	少阳证	?
438	1805	三仁汤	1354	虚实夹杂证	?
439	1805	三仁汤	1371	卫气同病证	?
440	1805	三仁汤	1456	痰湿证	?
441	1805	三仁汤	1462	痰湿内阻证	?
442	1805	三仁汤	1484	痰热证	?
443	1805	三仁汤	1504	痰热郁肺证	?
444	1805	三仁汤	1563	气滞证	?
445	1805	三仁汤	1639	气阴两虚证	?
446	1805	三仁汤	1938	肝胃不和证	?
447	1805	三仁汤	1953	肝肾不足证	0
448	1805	三仁汤	1992	肝气犯胃证	0
449	1805	三仁汤	2026	脾失健运证	?
450	1805	三仁汤	2058	脾虚湿蕴证	?
451	1805	三仁汤	2066	脾虚湿盛证	0
452	1805	三仁汤	2068	脾胃湿热证	?
453	1805	三仁汤	2119	脾胃阴虚证	?
454	1805	三仁汤	2122	脾燥证	?
455	1827	三仙汤	1374	血分证	?
456	1827	三仙汤	1647	血虚证	?
457	1827	三仙汤	1775	阴阳两虚证	?
458	1827	三仙汤	2019	脾虚证	?
459	1837	三加减正气散	870	湿热证	?
460	1837	三加减正气散	911	中焦湿热证	?
461	1843	三圣汤	810	寒凝证	1
462	1843	三圣汤	1432	痰浊证	?
463	1843	三圣汤	1563	气滞证	?
464	1843	三圣汤	1659	血瘀证	?
465	1856	三生饮	225	痰饮病	?
466	1862	三甲散	1332	疳积证	?
467	1862	三甲散	1681	瘀滞证	?
468	1874	三皮汤	30	小儿咳嗽病	?
469	1879	三石汤	1366	气分证	1
470	1893	三合汤	207	胃脘痛病	?
471	1893	三合汤	1665	瘀血证	?
472	1910	三色敷药	725	风湿证	?
473	1910	三色敷药	1665	瘀血证	?
474	1920	三妙丸	498	顽湿聚结病	?
475	1920	三妙丸	724	风寒湿邪证	?
476	1920	三妙丸	725	风湿证	?
477	1920	三妙丸	810	寒凝证	0
478	1920	三妙丸	870	湿热证	1
479	1920	三妙丸	888	湿热下注证	?
480	1920	三妙丸	892	湿热蕴结证	?
481	1920	三妙丸	912	下焦湿热证	?
482	1920	三妙丸	1556	气虚证	?
483	1920	三妙丸	1629	气滞血瘀证	?
484	1920	三妙丸	2066	脾虚湿盛证	?
485	1920	三妙丸	2129	肾虚证	1
486	1926	三妙散	225	痰饮病	?
487	1926	三妙散	261	痛风病	?
488	1926	三妙散	707	风毒证	?
489	1926	三妙散	888	湿热下注证	?
490	1926	三妙散	1456	痰湿证	?
491	1926	三妙散	1573	中气不足证	?
492	1954	三味丸	275	中毒病	?
493	1994	三拗汤	30	小儿咳嗽病	?
494	1994	三拗汤	159	外感咳嗽病	?
495	1994	三拗汤	804	寒证	?
496	1994	三拗汤	935	热证	?
497	1994	三拗汤	1157	余邪留恋证	?
498	1994	三拗汤	1366	气分证	?
499	1994	三拗汤	1396	阳虚水泛证	?
500	1994	三拗汤	1454	痰浊蕴肺证	?
501	1994	三拗汤	1473	痰湿壅肺证	?
502	1994	三拗汤	1544	气闭证	?
503	1994	三拗汤	1849	肺脾两虚证	?
504	2026	三金汤	1374	血分证	?
505	2026	三金汤	1928	肝胆湿热证	?
506	2026	三金汤	1944	肝郁脾虚证	?
507	2026	三金汤	1993	肝郁气滞证	?
508	2026	三金汤	2004	肝阴不足证	?
509	2076	三消饮	725	风湿证	?
510	2076	三消饮	1168	正虚邪实证	?
511	2076	三消饮	1769	伤阴证	?
512	2112	三黄石膏汤	262	消渴病	?
513	2112	三黄石膏汤	1116	火热炽盛证	?
514	2115	三黄汤	870	湿热证	?
515	2115	三黄汤	875	湿热内蕴证	?
516	2115	三黄汤	1354	虚实夹杂证	?
517	2115	三黄汤	1563	气滞证	?
518	2115	三黄汤	1573	中气不足证	?
519	2115	三黄汤	1604	气血亏虚证	?
520	2128	三黄洗剂	870	湿热证	?
521	2134	三黄散	274	肥胖证	?
522	2134	三黄散	474	蛇串疮病	?
523	2134	三黄散	1456	痰湿证	?
524	2134	三黄散	1832	肺经风热证	?
525	2134	三黄散	1861	肠胃湿热证	?
526	2134	三黄散	1900	肝郁证	?
527	2170	三痹汤	892	湿热蕴结证	?
528	2170	三痹汤	1613	气血失调证	1
529	2187	上下相资汤	804	寒证	?
530	2226	下乳汤	72	产后缺乳病	?
531	2226	下乳汤	1990	肝气郁滞证	?
532	2228	下乳涌泉散	72	产后缺乳病	1
533	2228	下乳涌泉散	1993	肝郁气滞证	?
534	2249	下瘀血方	1665	瘀血证	1
535	2250	下瘀血汤	1550	气机失调证	?
536	2250	下瘀血汤	1629	气滞血瘀证	?
537	2250	下瘀血汤	1659	血瘀证	?
538	2250	下瘀血汤	1665	瘀血证	?
539	2250	下瘀血汤	1670	瘀血内停证	?
540	2250	下瘀血汤	1928	肝胆湿热证	?
541	2250	下瘀血汤	1944	肝郁脾虚证	?
542	2250	下瘀血汤	1961	肝肾阴虚证	?
543	2250	下瘀血汤	2060	脾虚湿困证	?
544	2331	千金汤	14	小儿感冒病	?
545	2397	卫生宝	246	遗精病	0
546	2397	卫生宝	262	消渴病	0
547	2397	卫生宝	1659	血瘀证	?
548	2397	卫生宝	2085	脾肾不足证	?
549	2397	卫生宝	2129	肾虚证	?
550	2440	土茯苓汤	80	带下病	?
551	2440	土茯苓汤	663	余毒未清证	?
552	2440	土茯苓汤	1160	正盛邪实证	?
553	2440	土茯苓汤	1931	肝脾两虚证	?
554	2459	大七气汤	179	积病	?
555	2459	大七气汤	1390	阳虚寒凝证	?
556	2459	大七气汤	1545	气结证	?
557	2459	大七气汤	1659	血瘀证	?
558	2459	大七气汤	1821	阴虚燥热证	?
559	2481	大川芎丸	1659	血瘀证	?
560	2542	大半夏汤	1254	少阳证	?
561	2542	大半夏汤	1281	阳明证	?
562	2542	大半夏汤	1556	气虚证	?
563	2542	大半夏汤	1793	阴寒证	?
564	2657	大补元煎	105	月经后期病	?
565	2657	大补元煎	1462	痰湿内阻证	?
566	2657	大补元煎	1682	瘀滞胞宫证	?
567	2657	大补元煎	1988	肝气郁结证	?
568	2657	大补元煎	2129	肾虚证	?
569	2668	大补阴丸	1607	气血两虚证	?
570	2668	大补阴丸	1800	阴虚内热证	?
571	2668	大补阴丸	1821	阴虚燥热证	?
572	2668	大补阴丸	2127	肾精亏损证	?
573	2684	大补益摩膏	806	虚寒证	0
574	2684	大补益摩膏	825	寒湿证	?
575	2684	大补益摩膏	2129	肾虚证	?
576	2746	大定风珠	537	强直证	?
577	2746	大定风珠	779	风痰阻络证	?
578	2746	大定风珠	837	寒热错杂证	?
579	2746	大定风珠	935	热证	?
580	2746	大定风珠	1382	伤阳证	?
581	2746	大定风珠	1634	气虚血瘀证	?
582	2746	大定风珠	1775	阴阳两虚证	?
583	2746	大定风珠	1792	阴虚风动证	1
584	2746	大定风珠	1907	肝阳上亢证	?
585	2760	大承气汤	218	腹胀满病	?
586	2760	大承气汤	225	痰饮病	?
587	2760	大承气汤	298	太阳病	?
588	2760	大承气汤	300	阳明病	?
589	2760	大承气汤	302	少阴病	?
590	2760	大承气汤	804	寒证	?
591	2760	大承气汤	825	寒湿证	?
592	2760	大承气汤	870	湿热证	?
593	2760	大承气汤	935	热证	1
594	2760	大承气汤	953	实热证	?
595	2760	大承气汤	1039	热与血结证	0
596	2760	大承气汤	1138	外伤证	?
597	2760	大承气汤	1168	正虚邪实证	?
598	2760	大承气汤	1215	饮食停滞证	?
599	2760	大承气汤	1228	燥结证	1
600	2760	大承气汤	1238	太阴证	?
601	2760	大承气汤	1241	少阴证	1
602	2760	大承气汤	1248	厥阴证	?
603	2760	大承气汤	1254	少阳证	?
604	2760	大承气汤	1255	太阳证	0
605	2760	大承气汤	1281	阳明证	1
606	2760	大承气汤	1284	阳明腑实证	?
607	2760	大承气汤	1287	阳明热盛证	?
608	2760	大承气汤	1366	气分证	?
609	2760	大承气汤	1547	气机阻滞证	?
610	2760	大承气汤	1579	腑气不通证	?
611	2760	大承气汤	1629	气滞血瘀证	?
612	2760	大承气汤	1665	瘀血证	1
